Company Name,Key ID,Address Line 1,City,Phone,URL,Revenue (As Reported),Employees,Match Status,CRM Company Name,CRM Group ID,CRM Company ID
KPMG Abu Dhabi,42385957,PO Box 7613,Abu Dhabi,971-02 6343318,http://www.kpmg.com,118500000.0,25.0,,,,
Power Transmission (Gulf) Ltd.,42386044,PO Box 376,Abu Dhabi,971-02 6767628,,13900000.0,25.0,,,,
NMC Pharmacies,124754329,Electro St Airport Rd,Abu Dhabi,971-26332255,,,25.0,,,,
Cimac Electrical and Control Systems LLC,125643301,2nd Floor Sahara Residence Khalifa Street,Abu Dhabi,971-2-6263222,,,25.0,,,,
BP Exploration Operating Co Ltd,42385815,PO Box 46600,Abu Dhabi,971-2-493-5555,http://www.bp.com/contacts.do?categoryId=436&contentId=2000550,636299990.0,25.0,,,,
Marina Insurance Brokers,120010364,P.O. Box 42032,Abu Dhabi,26311130,http://www.marinaib.com,,25.0,,,,
Al Fuad Trading Establishment,123167892,Po Box 46395,Abu Dhabi,26774436,http://www.alfuad.com,45000000.0,25.0,,,,
Serck Services Co. (LLC),92461283,,Abu Dhabi,971-2-5553108,http://www.serckgulf.com,,25.0,,,,
National Bank of Oman SAOG,42386009,"PO Box 3822, Najda St.",Abu Dhabi,971-02 6348111,http://www.nbo.co.om,1168200000.0,25.0,,,,
Abu Dhabi National Exhibitions Co.,42385729,PO Box 5546,Abu Dhabi,971-02 4446900,http://www.adnec.ae,24100000.0,22.0,,,,
Grafik International Llc,96930356,Po Box 51527,Abu Dhabi,6321000,http://www.giuae.ae,,21.0,,,,
French Business Group,92460986,P.O. Box 73390,Abu Dhabi,26741137,http://www.fbgabudhabi.com,,21.0,,,,
Baynunah Hilton Tower,92461028,Corniche Road,Abu Dhabi,26327777,http://www.hilton.com,,21.0,,,,
Club,120011577,P.O. Box 658,Abu Dhabi,26731111,http://www.the-club.com,,21.0,,,,
Alliot Hadi Shahid,92460680,P.O. Box 46198,Abu Dhabi,26222300,http://www.alliottuae.com,,20.0,,,,
Syscoms College,48284258,Airport Rd.,Abu Dhabi,971-02 6355554,http://www.syscomscollege.com,10500000.0,20.0,,,,
FURNICON,96930428,PO Box 51528,Abu Dhabi,971-02 6352570,http://www.furnicon.ae,16299999.0,20.0,,,,
Data Capture Systems Company W.L.L.,48609235,Po Box 47663,Abu Dhabi,26450110,http://www.dcsme.ae,10000000.0,20.0,,,,
Grafik International L.L.C.,92502007,PO Box 4118,Abu Dhabi,971-02 6321000,http://www.giuae.ae,15100000.0,20.0,,,,
"Falcon Tours, Travel and Cargo",50835918,"PO Box 43832, Back of Al Muhairy Shopping Ctr., Khalidia",Abu Dhabi,971-02 6348000,http://www.alhamed.com/fttcinfo.htm,62500000.0,20.0,,,,
Gibca Information Technology - L L C - Gibtek,92461491,P.O. Box 44457,Abu Dhabi,26277100,http://www.gibca.com,,20.0,,,,
Belmour Trading Agencies Establishment,122044255,Po Box 27406,Abu Dhabi,26668880,,15000000.0,20.0,,,,
ITQAN-Al Bawardi Computers,42385805,PO Box 51526,Abu Dhab,971-02 6767666,http://www.itqan.ae,8500000.0,20.0,,,,
Al Benaa Real Estate Investment Co PJSC,111192741,PO Box 107781,Abu Dhabi,971-2-6722285,http://albenaauae.com,55000000.0,20.0,,,,
Sheraton Khalidiya Hotel,92461240,Zayed The First Street Khalidiya Area P.O. Box 6727,Abu Dhabi,26666220,http://www.sheraton.com,,20.0,,,,
Al Hutaib Electromechanical Company- W L L,122895655,Po Box P.O.Box 36170,Abu Dhabi,26211740,,3500000.0,20.0,,,,
Ojaco Engineering Co.,43871861,PO Box 46372,Abu Dhabi,971-2 6272340,http://www.adcecogroup.com,19100000.0,20.0,,,,
National Bank of Bahrain BSC,50779895,PO Box 46080,Abu Dhabi,971-02 6335288,http://www.nbbonline.com,887799990.0,19.0,,,,
Shell Abu Dhabi B.V.,42386071,,Abu Dhabi,971-2-6333620,http://www.shell.com/home/content/are/footer/contact_us/,51700001.0,18.0,,,,
Middle East Container Repair Company Limited - Abu Dhabi,42385988,PO Box 4501,Abu Dhabi,971-02 6732434,http://www.mecrc.ae,8899999.6,18.0,,,,
Fortune Promoseven,137067693,2454 Pink Building 2nd Floor Eastern Ring Road,Abu Dhabi,971-2-449-4405,http://www.promoseven.com,,18.0,,,,
Leaders International Technology Co.,42385961,PO Box 45125,Abu Dhabi,971-02 6760111,,8500000.0,18.0,,,,
BICC Al Jallaf WLL,42385807,PO Box 46707,Abu Dhabi,971-02 6222320,,11500000.0,18.0,,,,
Tecsol Electrical Installation & Maintenance,122044352,Po Box P.O.Box 110876,Abu Dhabi,26718907,,2000000.0,17.0,,,,
Mideast Data Systems,122882372,Po Box 7899,Abu Dhabi,26276354,,1182640000.0,17.0,,,,
Tata Communications Middle East And North Africa,92461315,City Center Building Block A  Office 204 2Nd Floor Hamdan Street,Abu Dhabi,26266223,http://www.tatacommunications.com,,16.0,,,,
Al Muhairy General Trading Company L.L.C.,120012179,Po Box 26288,Abu Dhabi,26772040,http://www.almuhairytrading.com,,15.0,,,,
Al Areef Computer Institute,120010429,P.O. Box 37628,Abu Dhabi,26268570,http://www.areef.ae,,15.0,,,,
I H I Emirates Company Limited,122982047,Po Box 2374,Abu Dhabi,26789400,,12000000.0,15.0,,,,
Sembawang UAE Pte Ltd.,121405205,501-504 Al Gaith Tower Hamdan Street,Abu Dhabi,971-48815165,http://www.sembawangenc.com,,15.0,,,,
United Arab Shipping Company,42386108,Tourist Club Area Omar Bin Zayd Bldg 3rd Foor 304,Abu Dhabi,971-26332111,http://www.uasc.com,,15.0,,,,
Gulf Commercial Agency,42385906,PO Box 46962,Abu Dhabi,971-02 5553456,,14300000.0,15.0,,,,
"Bainuna Mechanical, Electrical Equipment & Oil-Field Services",122048005,Po Box 642,Abu Dhabi,26393303,,15000000.0,15.0,,,,
Nahla Medical Supplies,106238176,Po Box 29348,Abu Dhabi,26764975,http://www.nahlamed.ae,120000000.0,15.0,,,,
Al Badri Traders Company L.L.C.,42385788,PO Box 3476,Abu Dhabi,971-02 6789956,http://www.albadri.org,7300000.2,15.0,,,,
Icapital,121851714,Po Box 37148,Abu Dhabi,26581050,http://www.icapital.ae,35000000.0,15.0,,,,
I H I Uae Company Limited,92461038,Po Box 2374,Abu Dhabi,26789400,http://www.ihiuae.com,,14.0,,,,
Salem Ibrahim Al Saman,48609265,PO Box 271,Abu Dhabi,971-02 6268888,,8500000.0,14.0,,,,
Mace International Limited,92461168,Po Box 37501,Abu Dhabi,,http://www.macegroup.com,,13.0,,,,
Gulf Net Security Systems Co. Llc,123278625,Po Box 28607,Abu Dhabi,26728847,,32599998.0,13.0,,,,
KNDT UAE Techno Inspection LLC,121700819,M-36 Plot 58 Warehouse 3 Mussafah,Abu Dhabi,971-2-553-5825,,,13.0,,,,
Waha Maritime,111192810,"NA02, NA02,",Abu Dhabi,971-2-6677343,http://www.wahacapital.ae/,,13.0,,,,
Al Hamed ITC,42385940,PO Box 592,Abu Dhabi,971-02 6674777,http://www.alhamed.com/itcinfo.htm,6500000.0,12.0,,,,
Accenture Middle East B V - Abu Dhabi,92461522,Po Box 29002,Abu Dhabi,26429644,http://www.accenture.com,,12.0,,,,
Abu Dhabi Commercial Corp.,42385721,PO Box 4214,Abu Dhabi,971-02 6722828,,14500000.0,12.0,,,,
Ranya Trading WLL,42386049,PO Box 602,Abu Dhabi,971-02 6773063,,6699999.8,12.0,,,,
"Mitsui & Co., Middle East Ltd.",50664444,Ste 1002 10th Fl Al Masaood Tower Sh Hamdan St,Abu Dhabi,971-26322119,http://www.mitsui.com,,12.0,,,,
Crescent Oilfield Supplies Est,42385845,PO Box 7355,Abu Dhabi,971-02 5547800,http://www.alnasr-uae.com,11900000.0,12.0,,,,
Bae Systems,120010705,Po Box 4049,Abu Dhabi,26338831,http://www.baesystems.com,,12.0,,,,
Technical Scientific Enterprises Company (Techni) - L L C,92461514,Po Box 5100,Abu Dhabi,26727888,http://www.techni-uae.com,,10.0,,,,
Van Leeuwen Pipe & Tube (Middle East) Ltd.,50087272,Al Karmaneh St Internatinal Tower Ste 2105,Abu Dhabi,971-26271840,http://www.vanleeuwen.ae,,10.0,,,,
Sainrapt Contracting Co L.L.C.,42386065,PO Box 661,Abu Dhabi,971-2-676-4007,,183200000.0,10.0,,,,
Sultan International Establishment,92461151,Po Box 3486,Abu Dhabi,26224411,,,10.0,,,,
Amalgamated National Diversified Offshore Company Ltd.,100971444,"PO Box 7333, Al Nasr St., Falcon Twr.",Abu Dhabi,971-02 6326677,http://www.anholdings.com,5400000.1,10.0,,,,
Qatar Insurance Company - Abu Dhabi,98460544,,Abu Dhabi,971-26769466,http://www.qatarinsurance.com,,10.0,,,,
Sharjah Islamic Bank PJSC - Abu Dhabi,42386011,PO Box 43153,Abu Dhabi,971-02 6743153,http://www.sib.ae,467100010.0,10.0,,,,
ADCECO Group,48609229,"PO Box 47029, ADCECO Building, Port Zayed, Free Zone",Abu Dhabi,971-2 6732111,http://www.adcecogroup.com,5400000.1,10.0,,,,
Habib Trading Company - W L L,120011384,Po Box 30929,Abu Dhabi,26315001,http://www.habibtrading.com,,10.0,,,,
Mansoori Industrial Supply,42385968,PO Box 287,Abu Dhabi,971-02 6339795,http://www.mansoori-industrial.com,8100000.4,10.0,,,,
Oracle Systems Limtied,101788426,Arab Monitary Fund Bldg. P.O. Box 30339,Abu Dhabi,26323216,http://www.oracle.com,,10.0,,,,
GIBCA Abu Dhabi,42385898,"PO Box 2570, Head Office, Gibca Bldg.",Abu Dhabi,971-02 6260222,http://www.gibca.com,2900000.1,10.0,,,,
Agricultural Engineering Company L.L.C.,48584136,PO Box 16015,Abu Dhabi,971-03 7217912,,,10.0,,,,
Al Mazroui Engineering Co.,50664555,PO Box 97,Abu Dhabi,971-02 6724422,http://www.mengineering.info,5400000.1,10.0,,,,
Abu Dhabi Equipment Co.,42385723,PO Box 4303,Abu Dhabi,971-02 5554079,http://www.mobh.ae,10900000.0,9.0,,,,
Samer Engineering Consultancy Group,42386067,"PO Box 2764, Emirates Dates Bldg., Sheikh Khalifa St.",Abu Dhabi,971-02 6744359,http://www.samergroup.com,3200000.0,9.0,,,,
Liechtensteinische Landes Bank (Switzerland Ltd - Abu Dhabi,120010420,Po Box 48230,Abu Dhabi,26655666,http://www.llb.ae,,9.0,,,,
Aabharan Jewellery LLC,121418083,UAE Exchange Centre Building Hamdan Street,Abu Dhabi,971-26339433,http://www.nmc.ae,,9.0,,,,
Al-Salam Express Cargo,120012182,P.O. Box 7201,Abu Dhabi,26260510,http://www.alsalamcargo.com,,8.0,,,,
Asi Trading - Middle East - Llc,123249132,Po Box 4108,Abu Dhabi,26447500,,3000000.0,8.0,,,,
The Commercial Counsellor's Office At The Austrian Embassy,92460906,"Al Hazna Tower, 7Th Flr., 702",Abu Dhabi,26766633,http://www.austrianembassy.ae,,8.0,,,,
ESAB Middle East LLC,124754141,,Abu Dhabi,971-25547831,http://www.esab.ae,,8.0,,,,
Issam Bookshop - L L C,121881518,Po Box 2295,Abu Dhabi,26343557,,1000000.0,8.0,,,,
Austroconsult,92461481,P.O. Box 41306,Abu Dhabi,26763663,http://www.austroconsult.at,,8.0,,,,
Favelle Favco Machinery & Equipment L.L.C.,92461488,Level 01 Yateem Optician Building Khalifa Street,Abu Dhabi,971-26277948,http://www.favellefavco.ae,,8.0,,,,
Advanced Systems International L L C,122781970,Po Box 51414,Abu Dhabi,56275750,,821900.01,8.0,,,,
Al Sahwa Trading Co. LLC,124718143,Khaleefa St,Abu Dhabi,971-26273270,http://www.al-hassan.com/contactus.html,,8.0,,,,
"Taisei Saudi Arabia Co., Ltd.",121662652,Office 1603 16th Floor Sultan Tower Najda Street,Abu Dhabi,971-26341005,http://www.taisei.com,,8.0,,,,
Khansaheb Sykes Co.,42385954,PO Box 4056,Abu Dhabi,971-02 5554131,http://www.khansahebsykes.com,16700001.0,7.0,,,,
Bin Maeem Hospital Supplies L L C,123098013,Po Box 567,Abu Dhabi,4465659,,5000000.0,7.0,,,,
Stone and Webster International Corp.,42386087,PO Box 4722,Abu Dhabi,971-02 6728833,http://www.sw-international.co.ae,3800000.0,7.0,,,,
Prolight - L L C,122044223,Po Box 54230,Abu Dhabi,26229980,,4699999.8,7.0,,,,
Janana Trading Co.,42385946,PO Box 2502,Abu Dhabi,971-02 6784783,,94599998.0,7.0,,,,
Abdul Aziz Bin Rubaya and Sons L.L.C.,105436129,PO Box 107,Abu Dhabi,971-02 6272000,,4500000.0,6.0,,,,
Credit Suisse Representative Office,139457077,PO Box 47060,Abu Dhabi,971-02 6275048,http://www.credit-suisse.com,280399990.0,6.0,,,,
Big Red Tubular Industries - L L C,120011106,Po Box 4030,Abu Dhabi,25501871,http://www.bigredtubular.com,,6.0,,,,
G.I.T Fze,122044453,Po Box 16111,Ras Al Khaymah,26289255,,10000000.0,6.0,,,,
"Hitachi Plant Technologies, Ltd.",124442422,4th Floor Al Fahim Center 10th & 17th Intersection,Abu Dhabi,971-2-555-0856,,,6.0,,,,
Al Fandi Mazroui Travel and Tourism,42385982,PO Box 2905,Abu Dhabi,971-02 6311630,http://www.alfandigroup.com,8600000.4,6.0,,,,
Abu Dhabi Industrial Supplies Establishment,120029808,Po Box 27679,Abu Dhabi,26340403,http://www.adis-uae.com,,6.0,,,,
Pioneers World Oil & Gas Services - L L C,122940118,Po Box 94375,Abu Dhabi,26710231,,10000000.0,5.0,,,,
Oasis Oilfield Services and Supplies,42386029,PO Box 7968,Abu Dhabi,971-02 6211885,http://www.oasisoilfield.ae,4900000.1,5.0,,,,
Berns Brett Masaood Insurance  L.L.C,120010775,Po Box 111566,Abu Dhabi,26761939,http://www.bernsbrettmasaood.com,,5.0,,,,
Gulf Space Petroleum Equipment,123229971,Po Box 43316,Abu Dhabi,26266525,,57119701.0,5.0,,,,
DECON Middle East,42386770,PO Box 11314,Abu Dhabi,971-02 6817008,http://www.decon-mideast.com,3300000.0,5.0,,,,
Giffin Establishment,122146042,Po Box 955,Abu Dhabi,26730555,,10000000.0,5.0,,,,
Petrotech Trading Company Fze,121849433,Po Box 13288,Abu Dhabi,25526864,,5000000.0,5.0,,,,
RAK Free Zone Promotion Centre,121419276,Abu Dhabi Mall West Tower First Floor,Abu Dhabi,971-26994888,http://www.rakftz.com/en/forms/contactus,,5.0,,,,
Sadiq Brothers,42386061,"PO Box 169, Najda Rd.",Abu Dhabi,971-02 6772542,http://www.sadiqbrothers.co.ae,4800000.2,5.0,,,,
Dana Establishment - Danco Trading,92460952,Po Box 4880,Abu Dhabi,26393943,,,5.0,,,,
Parker Hannifin United Arab Emirates,121412641,,Abu Dhabi,971-26788587,,,4.0,,,,
"Japan Oil, Gas & Metal National Corporation",107528367,Al Masaood Bldg P.O. Box 6270,Abu Dhabi,26330366,http://www.jogmec.go.jp,,4.0,,,,
The Bank of Tokyo-Mitsubishi UFJ Limited - Abu Dhabi,42385797,"PO Box 2174, 17th Fl., Office 17A, One NBAD Twr., Sheikh Khalifa St.",Abu Dhabi,971-02 6135900,http://www.bk.mufg.jp,186899990.0,4.0,,,,
Empower Engineering Resources - Co L L C,122044407,Po Box 61928,Abu Dhabi,25599003,,3200000.0,4.0,,,,
Metroyet Metropolitan Veterinary Marketing - L L C,122189626,Po Box 8047,Abu Dhabi,26449544,,2200000.0,4.0,,,,
Velosi Quality Management International L.L.C.,121613030,No 201 & 205 Block B Abu Dhabi Bus Hub ICAD-1 Mussafah,Abu Dhabi,971-25502600,,,4.0,,,,
Leads  Textiles,121851628,Po Box 53106 / 55371,Abu Dhabi,25522477,,5000000.0,3.0,,,,
Maersk Oil Middle East A/S,124729438,Suite 1220,Abu Dhabi,971-2-596-4896,http://www.maerskoil.com/AboutUs/Contacts/Pages/Contacts.aspx,,3.0,,,,
Asian Petroleum Services Llc,122470713,Po Box 94364,Abu Dhabi,26728003,,2599999.9,3.0,,,,
Kharafi National Co .L L C,120029820,Po Box 26831,Abu Dhabi,25130513,http://www.kharafinational.com,,3.0,,,,
ECU Line Abu Dhabi LLC,125630803,Ahmed Bin Hmouda Bldg Mezzanine Fl Al Naser St,Abu Dhabi,971-26339597,http://www.eculine.net,,3.0,,,,
Broadway Malyan Limited - Abu Dhabi,120011509,Po Box 53670,Abu Dhabi,24999100,http://www.broadwaymalyan.com,,3.0,,,,
Mohamed Al Otaiba Group Est,100971505,PO Box 3348,Abu Dhabi,971-02 6221800,http://www.alotaiba-group.com,7800000.2,3.0,,,,
Al Rubaya Group,42386057,PO Box 107,Abu Dhabi,971-02 6272000,,1900000.0,3.0,,,,
Malcolm Pirnie Middle East FZC,105438946,Abu Dhabi,Abu Dhabi,971-558841216,http://www.arcadisglobal.com,,3.0,,,,
Wintershall Middle East GmbH-Abu Dhabi,125631567,,Abu Dhabi,971-26810517,http://www.wintershall.com,,2.0,,,,
Linde Engineering Middle East LLC,92461135,,Abu Dhabi,971-24479313,http://www.linde.com,,2.0,,,,
Architects International - L L C,120029875,Po Box 62922,Abu Dhabi,26666070,http://www.prp-ai.com,,2.0,,,,
Al Mumtaz Industrial Equipments,123228894,Po Box 108778,Abu Dhabi,25512755,,4500000.0,1.0,,,,
Al Hassan Engineering Co. Abu Dhabi LLC,121663888,,Abu Dhabi,971-25513858,,,,,,,
Mercantile Information & Telecommunication Technology Co. LLC,122044248,004 Office Floor Sheikha Ayesha Building Salam Street Tourist Club Are,Abu Dhabi,971-2-6458909,http://www.mittco.ae,,,,,,
Technical Parts Establishment,42386096,,Abu Dhabi,971-2-6732200,http://www.technicalparts.com,,,,,,
GHD Global Pty Ltd,111088097,"3rd Floor Guardian Tower,",Abu Dhabi,971-2-6968700,http://www.ghd.com,,,,,,
Norr Group Consultants International Limited,92461204,Shk.Hamdan Bin Mohammed Street,Abu Dhabi,26763360,http://www.norrlimited.com,,,,,,
Future Decor L.L.C.,50835920,PO Box 105832,Abu Dhabi,971-02 6424911,http://www.futuredecor.ae,,,,,,
United Alsaqer Heavy Equipment LLC,111192720,46468,Abu Dhabi,971-2-6981111,http://www.alhamid-group.com/,,,,,,
S G S Gulf Limited,92461285,Bin Saqr Tower,Abu Dhabi,25557662,http://www.sgsgroup.com,,,,,,
Lahmeyer International Gmbh,92461124,Business Centre Building Sheikh Hamdan Bin Mohammed Street (Hamd,Abu Dhabi,26794615,http://www.load.ae,,,,,,
Abu Dhabi Knee & Sports Med Cent L LC,111192700,"6th Floor, Al Saif Tower, Electra Street",Abu Dhabi,971-2-6317774,,,,,,,
Abu Dhabi Co Operative Society,43871886,P.O. Box 833,Abu Dhabi,971-2-6440808,http://abudhabicoop.com,,,,,,
Al Nahda National Schools,99432153,Al Nahda Al Wataniya Building,Abu Dhabi,971-2-4452984,http://www.nahdaschools.com,,,,,,
Abu Dhabi Future Energy Company PJSC,107923718,PJSC Building Airport Road Masdar City,Abu Dhabi,971-2-653-3333,,,,,,,
Universal Voltas LLC,107976551,P.O.Box 25513,Abu Dhabi,971-2-6338920,http://www.universalvoltas.com/,,,,,,
Emirates International Investment Co WLL,111192636,Al Heel Tower,Abu Dhabi,971-2-6679777,http://www.nh.ae/,,,,,,
Superior Abu Dhabi LLC,134635635,P.O Box 41156,Abu Dhabi,971-2-6446070,,,,,,,
Benyan Development Co. L.L.C.,121407430,102 Arab Tower Hamdan Street,Abu Dhabi,971-26724322,http://www.benyan.ae,,,,,,
Kongsberg Oil & Gas Technologies,124729439,The Marina Village Bin Salem Holding,Abu Dhabi,971-2-4122255,http://www.kongsberg.com/en/kogt/contactus/officesaroundtheworld/,,,,,,
Al Khazna Insurance Company - Beda Zayed,124579461,,Abu Dhabi,971-28844290,http://www.alkhazna.com/branches.htm,,,,,,
Idroesse Infrastrutture - Abudhabi,120011418,Po Box 52645,Abu Dhabi,24475566,http://www.idroesse.it,,,,,,
Al Jaber Bitumen LLC,139496877,,Abu Dhabi,971-2-5553562,,,,,,,
Target Engineering Construction Co LLC,111088296,960,Abu Dhabi,971-2-6714700,http://www.target.ae/,,,,,,
Veolia Water  Ami- Middle East - Abudhabi,104248335,Pobox3659,Abu Dhabi,6774715,http://www.veoliawater-middle-east.com,,,,,,
Star Energy Corporation Ltd.,105436130,PO Box 7474,Abu Dhabi,971-02 6351522,http://www.segl.ae,,,,,,
Al Dahra Agriculture - L L C.,123227537,Po Box 18011,Abu Dhabi,6565000,,150000000.0,,,,,
Al Bawardi Enterprises - L L C,96930357,Po Box 4118,Abu Dhabi,6815957,http://www.ae.ae,,,,,,
Ali and Sons Company L.L.C.,42385762,PO Box 2153,Abu Dhabi,971-02 6658000,http://ali-sons.com,,,,,,
Tawam Molecular Imaging Centre LLC,139492701,,Abu Dhabi,971-3-704-1777,http://www.tmic.ae,,,,,,
Advanced Pipes and Casts Company W.L.L.,136972819,Plot 40 M 35,Abu Dhabi,971-2-5511400,,,,,,,
Credit Agricole CIB - Abu Dhabi,42385800,"Al Muhairy Centre, Suite 502, Sh. Zayed 1st Street, Abu Dhabi",Abu Dhabi,971-2 6351100,http://www.ca-cib.com,,,,,,
Noor Al Khaleej LLC,46490155,,Abu Dhabi,971-12-6273270,http://www.al-hassan.com/contactus.html,,,,,,
Deloitte and Touche,42386103,PO Box 990,Abu Dhabi,971-02 6760606,http://www.deloitte.com,,,,,,
ThyssenKrupp Xervon U.A.E. - L.L.C.,92461510,Area No 1/10 South 15 Villa 1 & 2,Abu Dhabi,971-25587159,http://www.thyssenkruppxervon.de,,,,,,
Sybase Products Middle East,92461390,Po Box P.O. Box 45652,,26275911,http://www.sybase.ae,,,,,,
Al Hilal Bank PJSC,102687650,"PO Box 63111, Corniche St.",Abu Dhabi,971-2 4994444,http://www.alhilalbank.ae,,,,,,
Superior Oilfield Services Co WLL,111088289,SHK. ZAYED II,Abu Dhabi,971-2-6446070,http://www.superiorenergy.com,,,,,,
Amadeus Gulf Llc,111087954,PO Box 46969,Abu Dhabi,971-2-4937551,http://www.amadeus.com,,,,,,
Ali & Sons Oilfield Supplies&Services Co,111087949,"Ali &Sons Bldg., Zayed 2nd Street,",Abu Dhabi,971-2-6723900,http://www.asos.ali-sons.com/,,,,,,
DTZ International Limited,123841134,Mermaid Tower Mezzanine Floor Zayed 1st Street Khalidiya,Abu Dhabi,971-2667-4492,,,,,,,
Addar Real Estate Services LLC,121396665,,Abu Dhabi,971-2-633-6886,,,,,,,
Neo Biocon Pharmaceuticals,111088208,"NA02, AL DHAFRA ROAD - NEW AIRPORT ROAD,",Abu Dhabi,971-2-6585990,http://www.neopharma.ae,,,,,,
Tekaniyat,96930425,PO Box 4118,Abu Dhabi,971-02 6326111,http://tekaniyat.com,,,,,,
Uniarab Engineering & Oil Field Services,107923713,Suite 1202,Abu Dhabi,97126273400,http://www.uniarab.ae,,,,,,
Merck Sharp & Dohme,107377830,Al Khazna Tower 16Th Floor Nazda Street,Abu Dhabi,26998600,http://www.merck.com,,,,,,
Royal Jet LLC,111192629,60666,Abu Dhabi,971-2-5051777,http://www.royaljetgroup.com/,,,,,,
Al Shaheen LLC,111192861,Emirates Post Building,Abu Dhabi,971-2-8137444,http://alshaheenme.com/,,,,,,
Abu Dhabi Ports Company PJSC,111192697,End of Mina Road Next to,Abu Dhabi,971-2-6952000,http://www.adpc.ae,,,,,,
Burooj Properties LLC,111087996,"Al Bateen Business Tower C6, 1st-4th Flr",Abu Dhabi,971-2-6100100,http://www.burooj.ae,,,,,,
International Petroleum Investment Co,102157217,Al Muhairy Center Office Tower,Abu Dhabi,971-2-6336555,http://www.ipic.ae,51183648000.0,,,,,
Emirates Industrial Bank,42385866,Arab Monetary Fund Building,Abu Dhabi,971-2-6339700,http://www.eib.ae,132173000.0,,,,,
Laing Abu Dhabi L.L.C.,42385959,PO Box 27658,Abu Dhabi,971-02 6335447,http://www.emiratesholdings.com,,,,,,
Environmental Resources Management Limited - Abu Dhabi Branch,120011645,Po Box 4118,Abu Dhabi,24434132,http://www.erm.com,,,,,,
Arab Bank P.L.C.,96724630,Saeed Sultan Al Darmaki Bldg,Abu Dhabi,6392225,http://www.arabbank.ae,,,,,,
Oil Tech International,122874219,Po Box 108513,Abu Dhabi,6332975,,2400000.1,,,,,
Imagenation Abu Dhabi,104146713,P.O. Box 63,Abu Dhabi,971-2-4145666,http://www.imagenationabudhabi.com/,,,,,,
Zelan Holdings (M) Sdn. Bhd.-Abu Dhabi,121401569,No 202 ADCB Building,Abu Dhabi,971-2-6215-667,http://www.zelan.com,,,,,,
Al Jaber Transport & General Contracting Co.,121745662,,Abu Dhabi,971-25554300,,,,,,,
Xtramix Concrete Solution Mix LLC,139493938,,Abu Dhabi,971-2-5511118,http://www.xtramix.ae,,,,,,
GIBCA Petroleum Services LLC,122968782,,Abu Dhabi,971-2-6260222,http://www.gibca.com,,,,,,
NMC Holistic Health Centre,124754460,,Abu Dhabi,971-26332255,http://www.nmc.ae,,,,,,
International Engineering Technology,43523277,"PO Box 6037, Sheraton Residence Bldg., Khalidiya St.",Abu Dhabi,971-02 6655446,http://www.alhamed.com/ietinfo.htm,,,,,,
Ubs Ag,48584135,Adnic Building Shaikh Khalifa Street,Abu Dhabi,24069200,http://www.ubs.com,,,,,,
Al Yah Satellite Communications Co PJSC,111192730,Al Falah City,Abu Dhabi,971-2-5100000,http://www.yahsat.ae/,,,,,,
Abu Dhabi International Exhibitns Co WLL,111192687,"Al Khaleej Al Arabi Street,",Abu Dhabi,971-2-4446900,http://www.adnec.ae,,,,,,
Luxury Real Estate Development,120011385,"Mo Floor, Sultan Bakery Building Besides Emirates Discount Marke",Abu Dhabi,26411833,http://www.luxurydevelopment.ae,,,,,,
Salem Freight International Est,92460743,Po Box 44256,Abu Dhabi,6265888,http://www.sfi.com,,,,,,
Al Ghaith Group Est,126194546,"Tourist Club Area,",Abu Dhabi,26723800,,,,,,,
JC Maclean International FZCO,111088141,"NA02, HAMDAN BIN MOHAMMED STREET,",Abu Dhabi,971-2-6272427,http://www.jcmaclean.com/,,,,,,
Mediterranean Building Materials,122048019,Po Box 44694,Abu Dhabi,24483232,,24000000.0,,,,,
CAN Middle East L.L.C.,124753021,,Abu Dhabi,971-2-644-1338,,,,,,,
"Langan International, LLC-Abu Dhabi Branch",137067295,Corniche Road Al Hana Tower M Level Suite 109,Abu Dhabi,971-2-6359144,http://www.langan.com,,,,,,
Al Odaid Real Estate LLC,111192704,P.O.Box 19960,Abu Dhabi,971-2-6271322,http://www.alodaid.ae/,,,,,,
United Group Holding LLC,111192783,161,Abu Dhabi,971-2-6677774,http://www.dasholding.ae,,,,,,
Tasameem Projects Management Co LLC,111088297,"Suite No. 206, Al-Bateen",Abu Dhabi,971-2-6656631,,,,,,,
Raseen Technologies LLC,111088243,Al Neem Building 18 Th Floor,Abu Dhabi,971-2-6266406,http://www.raseen.ae,,,,,,
ILF Consulting Engineers,48609233,PO Box 73250,Abu Dhabi,971-2 6716500,http://www.ilf.com,,,,,,
EMDAD L.L.C.,51575151,PO Box 4118,Abu Dhabi,2 6349999,http://www.emdad.ae,,,,,,
Imperial College London Diabetes Centre,111088127,PO Box 48338,Abu Dhabi,971-2-5050800,http://www.icldc.ae/,,,,,,
GLOBALFOUNDRIES Technologies LLC,122044408,HQ Building 13th Floor Highway E10 Channel St,Abu Dhabi,971-2-496-3900,,,,,,,
Rotana Hotel Management Corporation Ltd,111088255,Capital Center,Abu Dhabi,971-2-6444412,http://www.rotana.com/,,,,,,
Action International Services L.L.C.,124484761,PO Box 41123,Abu Dhabi,971-02 5540180,http://www.action-is.com,,,,,,
Suwaidi Engineering Group L L C,92461298,Po Box 3333,Abu Dhabi,26727477,http://www.suwaidieng.com,,,,,,
CosmoSeis Inc,111088018,"CERT Technology Park P-Block,",Abu Dhabi,971-2-4451885,http://www.cosmoseis.com/,,,,,,
